Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
2209,2210,17,1,2,7.83,5,1,4,3,3,2,1,1,3,1,2,3,3,3,2,"2,1,6",10,2,2,23.490000000000002,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Dược Hà Nội, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
2210,2211,19,1,1,8.16,3,2,4,1,2,1,1,3,3,3,3,2,3,3,2,"5,3,7",8,5,1,24.48,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
2211,2212,17,1,1,8.09,2,1,1,4,2,2,1,2,1,2,3,3,3,3,2,"7,2,6",6,4,5,24.27,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Mở Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk"
2212,2213,17,1,3,8.21,3,4,5,3,1,2,2,3,2,3,1,1,1,1,1,"5,4,1",1,3,3,24.630000000000003,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2213,2214,18,2,3,9.12,3,5,4,2,1,1,1,3,2,2,1,1,3,2,2,"1,1,4",18,3,8,27.36,
2214,2215,17,1,1,7.64,2,1,5,3,2,2,2,3,3,2,2,3,3,2,2,"1,5,2",1,3,3,22.919999999999998,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
2215,2216,19,2,4,8.47,3,2,4,4,2,2,3,3,3,3,3,3,3,3,1,"2,8,4",8,5,1,25.410000000000004,"Đại học Quốc gia Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
2216,2217,17,2,5,7.61,1,4,1,4,3,3,1,1,1,1,2,3,2,1,2,"7,1,6",11,2,6,22.830000000000002,"Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
2217,2218,18,2,3,8.14,3,2,1,3,3,2,2,1,1,2,1,1,2,1,1,"1,5,2",4,8,5,24.42,"Học viện Công nghệ Bưu chính Viễn thông, Học viện phụ nữ Việt Nam"
2218,2219,19,2,1,8.21,3,2,2,4,3,3,1,3,1,3,2,1,1,2,3,"3,8,2",10,2,2,24.630000000000003,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM"
2219,2220,16,1,4,9.26,2,3,1,2,2,2,3,1,2,1,3,2,3,1,1,"1,1,4",15,5,12,27.78,
2220,2221,18,2,2,8.7,3,1,3,5,2,3,3,3,3,2,2,2,1,3,1,"8,4,1",1,3,3,26.099999999999998,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2221,2222,19,1,4,8.13,1,3,2,5,2,2,2,1,2,3,2,1,2,1,1,"8,4,5",1,3,3,24.39,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
2222,2223,19,1,1,9.46,3,5,3,1,2,1,3,2,1,3,1,2,1,3,3,"8,5,1",4,8,5,28.380000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân"
2223,2224,18,2,3,8.0,1,3,1,5,1,3,2,3,3,2,2,1,1,1,1,"5,7,1",2,1,4,24.0,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
2224,2225,16,2,1,7.58,5,2,3,1,2,3,2,2,3,3,2,1,1,3,3,"1,4,7",2,1,4,22.740000000000002,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
2225,2226,17,1,1,7.11,5,1,5,2,3,3,2,1,2,1,2,2,2,1,2,"3,1,8",22,4,10,21.330000000000002,
2226,2227,18,2,5,9.15,5,5,5,3,2,3,3,3,1,3,3,3,2,2,2,"3,2,1",11,2,6,27.450000000000003,
2227,2228,16,1,1,7.65,1,1,4,4,2,1,3,3,2,1,2,3,3,1,3,"1,5,4",2,1,4,22.950000000000003,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
2228,2229,17,2,1,8.56,1,4,4,3,3,3,3,3,1,1,3,2,2,1,1,"5,2,3",1,3,3,25.68,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2229,2230,17,1,5,8.4,1,1,5,4,3,3,1,3,2,2,3,3,1,3,1,"7,2,6",15,5,12,25.200000000000003,
2230,2231,16,2,4,8.63,4,3,1,3,3,3,2,1,3,1,3,1,3,2,1,"1,7,3",9,8,1,25.89,"Đại học Quốc gia Hà Nội, Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Thủy Lợi, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
2231,2232,17,2,1,8.28,1,3,2,3,1,2,1,1,2,3,1,3,3,1,3,"3,5,7",4,8,5,24.839999999999996,Học viện Công nghệ Bưu chính Viễn thông
2232,2233,16,1,3,7.89,2,5,2,4,2,1,1,3,1,3,3,3,1,3,3,"6,2,7",9,8,1,23.669999999999998,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Quốc tế - ĐH Quốc gia TP.HCM"
2233,2234,18,2,4,8.49,1,2,3,4,2,2,2,3,2,3,3,3,1,3,1,"4,1,6",3,1,2,25.47,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Mở Hà Nội, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
2234,2235,17,2,1,8.24,5,3,1,1,1,2,2,3,1,1,1,2,3,3,2,"6,1,1",10,2,2,24.72,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM"
2235,2236,18,1,2,8.83,3,3,5,4,3,3,3,3,2,3,1,2,3,2,3,"8,7,6",2,1,4,26.490000000000002,
2236,2237,18,2,5,8.9,1,2,5,2,2,1,2,1,2,2,3,2,3,2,1,"2,7,1",9,8,1,26.700000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM"
2237,2238,19,2,1,8.63,3,2,2,3,1,2,1,2,2,2,1,1,1,3,2,"6,8,1",3,1,2,25.89,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
2238,2239,19,2,2,7.83,4,4,5,2,2,2,2,1,1,2,3,3,1,2,3,"5,3,4",16,5,9,23.490000000000002,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Tây Nguyên, Trường Đại học Y khoa Vinh, Đại học Y Dược Cần Thơ, Đại học Cần Thơ"
2239,2240,19,1,4,7.41,3,5,2,5,3,2,3,1,2,3,1,1,2,2,2,"5,1,6",18,3,8,22.23,Trường Đại học Xây dựng Hà Nội
2240,2241,16,2,2,7.36,2,5,1,3,3,2,1,3,1,3,2,1,1,1,3,"7,2,6",3,1,2,22.080000000000002,"Trường Đại học Mỏ - Địa chất, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM"
2241,2242,16,2,5,7.7,3,5,1,5,1,2,2,1,2,3,3,1,3,2,1,"1,1,2",5,8,11,23.1,"Trường Đại học Văn hóa Hà Nội, Trường Đại học Điện lực, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Mở Thành phố Hồ Chí Minh, Đại học Việt - Đức"
2242,2243,19,1,5,8.19,5,1,2,4,3,3,2,1,3,1,1,2,1,3,2,"2,6,3",16,5,9,24.57,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Tây Nguyên, Đại học Y Dược Cần Thơ, Đại học Cần Thơ"
2243,2244,18,2,1,8.77,2,1,5,3,2,3,3,3,2,2,3,3,1,2,3,"8,3,1",22,4,10,26.31,
2244,2245,19,2,4,7.64,3,2,3,3,3,1,2,3,2,3,1,3,1,1,3,"6,1,2",1,3,3,22.919999999999998,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
2245,2246,16,2,2,8.83,4,5,3,4,3,1,2,3,1,1,1,2,3,2,1,"7,1,4",11,2,6,26.490000000000002,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng"
2246,2247,18,2,1,9.4,2,2,5,3,1,3,1,2,3,2,3,3,2,3,1,"7,2,4",1,3,3,28.200000000000003,Trường Đại học Mỹ thuật Việt Nam
2247,2248,16,1,4,8.61,3,5,5,4,2,3,2,1,3,3,2,3,3,2,3,"2,5,8",18,3,8,25.83,
2248,2249,19,2,1,8.4,3,1,3,3,3,1,1,1,2,1,3,3,2,2,2,"5,1,3",1,3,3,25.200000000000003,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2249,2250,16,2,5,8.61,4,2,2,3,2,3,3,1,3,2,2,2,3,2,1,"8,2,7",1,3,3,25.83,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2250,2251,19,2,5,7.61,5,3,3,2,3,1,1,3,3,1,2,3,1,1,2,"4,7,1",8,5,1,22.830000000000002,"Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
2251,2252,18,2,2,9.39,2,3,5,3,3,2,1,3,3,2,1,1,1,3,3,"4,3,1",8,5,1,28.17,
2252,2253,19,1,2,8.37,4,1,2,1,1,2,1,2,3,3,2,3,1,1,1,"6,8,2",8,5,1,25.11,"Đại học Quốc gia Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
2253,2254,19,2,4,8.48,3,5,3,2,3,3,1,2,3,1,1,1,2,2,2,"6,5,7",5,8,11,25.44,"Học viện Ngân hàng, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
2254,2255,16,2,5,7.12,1,5,3,3,2,2,3,1,2,1,2,3,1,1,3,"3,5,4",1,3,3,21.36,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
2255,2256,17,2,3,8.55,5,1,1,5,2,1,1,3,3,3,3,3,2,1,3,"3,4,7",2,1,4,25.650000000000002,
2256,2257,18,2,5,8.55,4,1,2,3,2,3,3,3,3,1,2,1,2,1,3,"1,1,4",18,3,8,25.650000000000002,
2257,2258,16,2,4,8.69,1,4,4,1,2,3,1,1,2,2,3,1,3,2,2,"2,7,3",8,5,1,26.07,Đại học Quốc gia Hà Nội
2258,2259,16,1,2,8.69,1,3,1,3,1,1,1,1,3,2,1,1,1,1,1,"2,3,1",6,4,5,26.07,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Thương mại, Học viện Ngoại giao, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
2259,2260,16,1,5,9.14,5,5,1,3,2,3,3,2,2,1,3,2,3,3,2,"1,2,4",10,2,2,27.42,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân"
2260,2261,16,2,1,8.27,1,3,3,4,3,1,1,3,1,2,1,2,3,3,1,"8,1,2",3,1,2,24.81,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển"
2261,2262,16,2,3,8.32,3,4,4,3,1,3,1,1,1,3,1,3,1,2,3,"6,7,2",9,8,1,24.96,"Đại học Quốc gia Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Thủy Lợi, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Thăng Long, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
2262,2263,16,2,1,7.56,2,2,5,4,1,3,3,1,1,1,3,2,1,1,3,"4,1,1",1,3,3,22.68,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
2263,2264,16,2,5,8.23,2,2,2,4,2,1,3,3,2,3,2,2,1,3,2,"8,4,5",15,5,12,24.69,
2264,2265,19,2,4,7.74,2,1,1,5,1,3,2,2,1,3,1,1,1,2,2,"6,5,1",15,5,12,23.22,
2265,2266,16,2,2,7.61,2,1,5,4,2,3,2,1,3,3,3,1,1,3,2,"1,1,5",1,3,3,22.830000000000002,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
2266,2267,18,1,1,9.1,3,4,3,4,1,2,1,1,1,3,1,1,1,3,1,"5,6,1",10,2,2,27.299999999999997,"Đại học Quốc gia Hà Nội, Trường Đại học Thương mại"
2267,2268,19,2,3,7.69,3,5,5,3,1,1,1,1,3,3,2,1,2,1,3,"1,5,7",4,8,5,23.07,"Học viện phụ nữ Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
2268,2269,18,2,1,7.14,3,5,4,1,2,1,3,2,1,1,3,3,3,2,3,"5,4,1",6,4,5,21.419999999999998,"Học viện Nông nghiệp Việt Nam, Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
2269,2270,17,2,5,9.47,5,3,1,1,3,3,2,3,1,1,2,1,2,3,3,"1,6,5",11,2,6,28.410000000000004,
2270,2271,19,1,1,8.02,1,5,2,2,2,3,3,3,1,3,3,2,1,1,3,"2,7,4",21,6,7,24.06,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm TP. HCM"
2271,2272,18,2,2,7.28,3,3,4,2,2,1,3,3,2,2,3,1,1,1,1,"2,1,1",10,2,2,21.84,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Điện lực, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Cần Thơ"
2272,2273,18,1,1,9.02,3,5,5,5,1,1,3,2,2,1,3,2,2,1,3,"8,3,4",11,2,6,27.06,Đại học Quốc gia Hà Nội
2273,2274,17,2,1,9.32,1,5,3,2,3,2,1,3,2,1,3,2,3,2,1,"1,3,7",2,1,4,27.96,
2274,2275,19,2,4,9.21,3,2,2,1,1,3,1,2,3,3,1,2,2,2,2,"1,8,7",1,3,3,27.630000000000003,Trường Đại học Mỹ thuật Việt Nam
2275,2276,17,1,1,8.1,4,5,3,3,3,1,2,3,1,1,1,2,2,1,2,"2,4,1",4,8,5,24.299999999999997,Học viện phụ nữ Việt Nam
2276,2277,18,1,1,8.52,2,5,1,2,3,2,1,1,1,2,2,2,1,2,1,"4,7,3",6,4,5,25.56,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Báo chí và Tuyên truyền, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
2277,2278,17,2,3,8.5,2,4,3,4,1,1,1,3,2,3,1,2,2,1,3,"1,8,7",8,5,1,25.5,"Đại học Quốc gia Hà Nội, Đại học Kinh tế TP. HCM, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
2278,2279,17,1,2,9.12,3,5,4,5,1,1,2,3,2,1,2,3,1,3,2,"5,6,7",4,8,5,27.36,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Trường Đại học Văn hóa Hà Nội"
2279,2280,19,2,1,9.06,5,2,5,1,1,1,3,2,3,3,3,3,1,1,2,"1,8,2",11,2,6,27.18,Đại học Quốc gia Hà Nội
2280,2281,19,1,4,8.95,3,5,3,5,1,3,2,3,3,3,2,2,3,1,3,"1,2,1",8,5,1,26.849999999999998,Đại học Bách khoa Hà Nội
2281,2282,18,1,3,8.92,5,3,2,4,1,1,2,1,3,2,3,2,1,3,3,"1,6,3",2,1,4,26.759999999999998,
2282,2283,18,2,5,7.19,3,4,5,2,3,2,2,2,1,3,2,1,3,3,2,"7,1,1",3,1,2,21.57,"Trường Đại học Mỏ - Địa chất, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế - Tài chính TP.HCM"
2283,2284,18,2,5,8.96,4,2,1,2,2,3,1,1,1,2,1,1,3,3,1,"5,7,8",1,3,3,26.880000000000003,"Trường Đại học Mỹ thuật Việt Nam, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2284,2285,19,2,1,8.4,4,3,1,4,2,1,2,1,3,3,3,3,1,1,1,"1,2,4",1,3,3,25.200000000000003,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
2285,2286,17,1,5,8.52,2,5,5,3,3,1,3,2,1,1,3,1,1,1,3,"6,4,1",10,2,2,25.56,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM"
2286,2287,19,1,1,7.06,4,4,1,3,2,2,2,2,2,2,1,1,3,3,1,"8,1,7",8,5,1,21.18,
2287,2288,16,2,4,8.77,3,3,2,2,3,1,3,3,2,1,3,1,1,1,3,"1,7,2",2,1,4,26.31,
2288,2289,19,2,1,7.32,3,5,1,2,2,1,3,2,3,2,1,2,1,1,1,"1,5,4",8,5,1,21.96,
2289,2290,16,2,4,8.63,3,1,3,3,2,2,3,3,1,1,1,2,1,1,3,"1,5,6",9,8,1,25.89,"Đại học Quốc gia Hà Nội, Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Thủy Lợi, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
