,Id,Age,Gender,Departments,Score,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,,
1883,1884,17,1,1,16.54,8.27,4,3,5,1,3,3,3,2,3,2,2,1,3,2,1,"8,5,2",1,3,3,,
1884,1885,19,1,5,15.26,7.63,2,3,3,3,2,3,2,2,2,1,2,1,1,1,2,"3,1,6",8,5,1,,
1885,1886,16,1,1,16.3,8.15,3,5,5,4,2,3,2,1,1,1,2,1,2,1,3,"6,4,3",21,6,7,,
1886,1887,16,1,1,15.56,7.78,4,2,1,5,2,2,3,3,2,2,3,1,3,2,2,"4,8,2",3,1,2,,
1887,1888,17,2,3,15.8,7.9,4,4,1,1,1,3,3,3,1,2,2,2,3,3,1,"3,1,2",2,1,4,,
1888,1889,16,2,4,15.46,7.73,5,5,2,1,3,2,1,3,2,2,2,2,1,3,1,"6,8,3",5,8,11,,
1889,1890,17,1,5,15.26,7.63,1,3,5,5,3,1,3,3,1,3,3,1,1,1,3,"6,1,7",6,4,5,,
1890,1891,17,1,1,14.2,7.1,3,1,4,2,1,2,2,1,2,1,3,2,3,2,2,"1,7,6",3,1,2,,
1891,1892,17,1,4,18.74,9.37,3,4,2,5,1,1,2,1,1,3,2,1,2,2,2,"1,8,7",2,1,4,,
1892,1893,19,2,5,16.04,8.02,2,4,3,5,3,3,2,1,1,2,2,2,3,3,2,"1,7,6",3,1,2,,
1893,1894,19,2,1,16.16,8.08,3,2,3,4,3,2,3,1,2,2,3,3,2,2,1,"1,7,8",8,5,1,,
1894,1895,18,1,4,15.72,7.86,1,3,3,2,1,2,2,1,1,1,2,3,1,3,1,"3,1,1",8,5,1,,
1895,1896,16,1,4,14.98,7.49,2,4,5,2,1,1,2,2,1,3,1,1,3,1,1,"6,1,1",22,4,10,,
1896,1897,17,1,1,17.84,8.92,1,5,1,2,3,3,2,1,3,2,2,1,1,1,2,"5,7,6",18,3,8,,
1897,1898,19,2,4,15.92,7.96,1,3,4,2,2,3,1,2,3,1,3,2,1,1,1,"4,1,3",15,5,12,,
1898,1899,17,2,3,14.48,7.24,5,5,5,3,1,3,2,3,1,1,3,1,1,3,2,"3,2,1",16,5,9,,
1899,1900,17,2,3,16.24,8.12,5,1,1,2,2,3,3,3,3,3,2,3,2,1,2,"7,8,4",9,8,1,,
1900,1901,17,1,2,18.58,9.29,5,3,1,3,2,1,1,2,2,2,2,2,1,3,3,"7,4,8",3,1,2,,
1901,1902,17,1,1,17.5,8.75,5,5,3,4,3,1,1,2,1,1,1,2,1,3,3,"3,6,5",4,8,5,,
1902,1903,18,2,5,18.42,9.21,5,3,1,5,1,3,3,3,2,3,3,2,2,2,3,"2,6,1",8,5,1,,
1903,1904,18,2,5,15.34,7.67,4,5,5,5,1,2,1,1,3,3,1,1,2,2,2,"4,7,6",1,3,3,,
1904,1905,16,1,1,18.24,9.12,4,1,3,2,3,1,1,2,3,3,1,2,1,1,2,"4,8,6",9,8,1,,
1905,1906,17,2,1,18.64,9.32,5,4,4,4,1,2,2,2,3,2,2,3,3,2,2,"4,3,7",5,8,11,,
1906,1907,17,1,1,17.08,8.54,5,3,5,4,2,2,2,2,3,3,2,1,3,3,2,"1,4,1",18,3,8,,
1907,1908,19,1,1,15.9,7.95,5,4,4,1,2,1,3,1,3,1,2,1,1,2,2,"4,1,1",1,3,3,,
1908,1909,16,2,4,18.92,9.46,4,3,2,1,1,2,3,1,3,3,3,2,3,3,3,"1,4,8",1,3,3,,
1909,1910,18,1,4,14.86,7.43,3,1,3,1,2,3,2,2,2,1,3,1,2,2,1,"3,7,2",11,2,6,,
1910,1911,19,1,1,14.14,7.07,2,4,2,1,2,1,1,2,1,2,2,1,2,2,1,"2,5,1",4,8,5,,
1911,1912,17,1,1,14.12,7.06,3,3,2,2,1,3,1,1,1,3,3,3,2,2,1,"1,3,5",3,1,2,,
1912,1913,17,1,4,16.44,8.22,1,5,2,4,3,3,3,3,1,3,3,1,3,1,2,"1,4,2",2,1,4,,
1913,1914,18,2,4,16.72,8.36,3,5,5,4,1,1,3,3,3,3,1,1,1,3,2,"7,6,5",18,3,8,,
1914,1915,16,2,1,16.8,8.4,5,5,5,4,1,2,1,3,2,2,3,2,2,3,1,"1,7,2",15,5,12,,
1915,1916,17,2,3,17.48,8.74,4,2,1,4,1,2,2,2,2,2,1,2,2,3,2,"4,2,1",2,1,4,,
1916,1917,19,1,1,16.6,8.3,2,5,3,3,2,2,3,3,2,1,1,3,2,1,1,"5,6,8",2,1,4,,
1917,1918,18,2,5,17.16,8.58,2,3,3,4,3,1,2,1,2,3,3,3,2,1,1,"8,5,1",11,2,6,,
1918,1919,18,2,1,17.84,8.92,3,2,2,2,3,1,3,1,1,1,3,3,2,2,3,"5,7,6",1,3,3,,
1919,1920,17,2,5,18.48,9.24,1,3,1,3,2,3,1,2,1,3,2,2,1,1,3,"1,5,8",1,3,3,,
1920,1921,17,2,1,17.46,8.73,2,2,1,1,1,1,2,1,2,1,3,1,1,1,2,"2,7,6",1,3,3,,
1921,1922,17,1,1,17.58,8.79,2,3,2,4,1,2,2,2,3,2,1,2,3,2,3,"1,1,2",1,3,3,,
1922,1923,17,2,2,16.56,8.28,2,5,4,1,1,1,1,3,1,2,1,3,3,3,1,"8,1,6",8,5,1,,
1923,1924,17,2,2,17.64,8.82,1,1,1,5,1,2,3,1,2,2,2,3,3,3,3,"3,1,4",5,8,11,,
1924,1925,18,2,4,18.26,9.13,4,2,2,5,2,2,1,3,3,1,1,3,1,3,1,"6,2,3",3,1,2,,
1925,1926,17,2,2,17.08,8.54,5,2,2,3,3,3,2,3,1,3,2,3,1,1,3,"8,7,4",5,8,11,,
1926,1927,19,2,4,17.94,8.97,1,5,1,2,3,2,2,1,1,2,2,2,2,2,1,"7,6,1",11,2,6,,
1927,1928,16,2,3,18.28,9.14,2,3,3,3,2,1,1,2,3,2,2,1,1,3,3,"1,3,6",2,1,4,,
1928,1929,18,2,1,16.32,8.16,4,3,5,5,1,3,2,2,1,3,1,3,1,1,2,"5,4,7",10,2,2,,
1929,1930,19,2,1,15.62,7.81,3,5,3,1,3,3,2,3,1,3,1,1,2,1,2,"1,3,1",22,4,10,,
1930,1931,16,2,1,14.62,7.31,5,4,5,5,1,2,2,2,1,3,1,1,3,2,1,"7,6,4",16,5,9,,
1931,1932,19,2,1,15.96,7.98,1,5,1,1,2,2,3,3,1,1,3,3,3,1,3,"4,3,8",8,5,1,,
1932,1933,19,2,3,14.64,7.32,2,4,5,1,3,2,3,1,3,2,2,3,1,2,3,"1,4,3",2,1,4,,
1933,1934,16,1,1,17.5,8.75,4,2,1,1,2,1,1,3,1,2,3,1,2,2,3,"3,6,8",15,5,12,,
1934,1935,17,2,2,18.5,9.25,4,5,5,2,1,2,1,1,2,2,1,2,3,2,2,"2,7,1",2,1,4,,
1935,1936,19,1,2,18,9,4,2,3,1,2,3,3,1,2,3,3,3,1,1,1,"8,3,1",1,3,3,,
1936,1937,19,2,2,15.54,7.77,5,1,5,4,2,3,3,2,2,3,3,3,3,3,2,"8,1,5",8,5,1,,
1937,1938,17,2,5,14.64,7.32,5,4,2,5,2,3,3,2,3,3,3,1,2,3,3,"7,2,3",4,8,5,,
1938,1939,18,2,5,15.38,7.69,2,2,3,3,1,1,1,2,2,2,2,2,3,2,2,"1,3,5",15,5,12,,
1939,1940,16,2,2,15.72,7.86,2,4,2,1,1,2,2,1,3,1,1,1,3,1,1,"7,1,8",3,1,2,,
1940,1941,18,1,5,17,8.5,5,1,1,3,3,1,1,2,3,2,1,3,1,2,2,"1,5,2",8,5,1,,
1941,1942,16,1,1,18.88,9.44,5,3,5,4,2,1,2,3,3,2,1,1,2,2,2,"4,2,7",2,1,4,,
1942,1943,17,1,1,14.04,7.02,3,2,3,5,3,3,2,2,2,3,1,1,3,1,2,"1,3,7",18,3,8,,
1943,1944,19,1,3,14.38,7.19,5,3,5,3,1,1,1,1,3,3,1,3,3,1,3,"7,4,8",5,8,11,,
1944,1945,17,1,1,15.64,7.82,2,1,4,5,2,3,2,2,3,1,1,2,3,2,3,"1,7,3",2,1,4,,
1945,1946,19,2,5,14.22,7.11,5,5,1,5,1,3,1,3,3,2,3,2,1,2,3,"7,1,2",21,6,7,,
1946,1947,16,1,2,15.36,7.68,5,1,1,2,1,1,1,1,3,1,3,3,3,3,3,"8,1,6",22,4,10,,
1947,1948,19,1,4,17.06,8.53,3,5,4,5,2,3,2,3,1,1,2,2,2,3,1,"3,5,7",5,8,11,,
1948,1949,16,1,2,16.4,8.2,3,4,1,3,3,3,1,1,1,1,1,3,3,2,1,"5,1,2",5,8,11,,
1949,1950,16,2,1,16.28,8.14,4,3,1,5,2,1,2,3,3,2,1,3,3,2,2,"1,2,7",10,2,2,,
1950,1951,17,1,3,17.84,8.92,1,1,3,2,1,3,1,2,1,3,2,1,1,2,1,"8,6,5",1,3,3,,
1951,1952,18,1,3,15.78,7.89,2,2,4,4,3,2,3,3,1,3,3,2,2,3,1,"1,6,1",6,4,5,,
1952,1953,18,1,3,14.94,7.47,3,1,4,5,1,1,2,1,2,2,2,1,3,1,3,"1,4,3",8,5,1,,
1953,1954,18,1,2,17.86,8.93,3,4,2,5,3,3,2,3,1,2,2,1,2,1,2,"1,1,5",3,1,2,,
1954,1955,17,1,5,17.06,8.53,2,5,5,1,2,3,3,3,2,1,1,2,2,3,3,"4,6,8",1,3,3,,
1955,1956,18,2,1,18.36,9.18,4,1,2,3,2,3,3,3,1,2,3,2,2,3,1,"1,8,2",3,1,2,,
1956,1957,16,1,5,16.66,8.33,2,1,3,2,2,1,2,3,3,1,2,2,3,2,2,"4,1,6",1,3,3,,
1957,1958,17,1,2,14.94,7.47,2,2,1,5,2,1,1,3,2,3,3,2,3,2,2,"2,1,4",21,6,7,,
1958,1959,18,2,1,17.02,8.51,5,4,1,2,2,3,3,2,3,2,3,3,1,1,1,"1,2,4",18,3,8,,
1959,1960,16,1,3,16.92,8.46,4,3,5,4,1,3,3,1,1,3,2,1,1,3,3,"5,1,8",15,5,12,,
1960,1961,17,1,5,17.9,8.95,1,2,1,5,2,2,3,2,1,1,1,2,3,2,2,"1,3,2",21,6,7,,
1961,1962,19,1,5,14.44,7.22,2,5,3,2,2,2,2,3,2,1,3,2,3,1,3,"8,2,7",10,2,2,,
1962,1963,19,2,2,15.38,7.69,1,4,1,2,2,2,3,2,1,1,3,2,2,3,3,"8,1,7",3,1,2,,
1963,1964,16,1,1,18.34,9.17,4,5,2,5,3,2,3,2,1,2,3,1,1,3,2,"1,6,3",15,5,12,,
1964,1965,19,1,4,17.44,8.72,1,5,2,5,1,2,1,2,2,1,3,1,3,3,2,"2,8,3",22,4,10,,
1965,1966,17,1,1,14.42,7.21,3,1,4,2,2,3,3,3,1,2,3,3,2,3,3,"4,6,8",11,2,6,,
1966,1967,19,1,5,17.14,8.57,3,4,3,4,1,3,3,2,1,2,2,3,1,3,2,"3,5,1",1,3,3,,
1967,1968,17,2,2,15.76,7.88,3,4,3,4,1,1,3,2,3,2,1,3,1,3,1,"1,5,4",8,5,1,,
1968,1969,17,1,4,17.4,8.7,1,4,4,2,2,3,1,2,2,3,3,1,2,3,2,"7,4,6",21,6,7,,
1969,1970,18,1,5,17.2,8.6,4,5,5,3,2,1,1,2,2,2,2,3,1,3,3,"5,2,7",1,3,3,,
1970,1971,16,2,4,18.96,9.48,3,5,5,2,3,2,1,1,2,2,3,3,1,3,2,"5,7,3",21,6,7,,
1971,1972,17,1,1,16.2,8.1,5,1,2,3,3,1,3,3,2,3,1,1,3,2,2,"7,1,4",1,3,3,,
1972,1973,19,1,2,16.88,8.44,2,5,2,5,1,3,1,1,2,3,3,3,2,2,2,"8,4,6",8,5,1,,
1973,1974,19,2,4,18.32,9.16,1,4,5,4,3,2,3,1,3,1,1,2,3,3,1,"4,7,6",21,6,7,,
1974,1975,16,1,1,15.32,7.66,3,2,3,3,1,1,3,3,3,1,2,1,3,1,1,"7,4,2",1,3,3,,
1975,1976,19,1,1,14.62,7.31,4,4,4,3,2,1,1,2,1,3,1,3,2,1,1,"5,6,3",1,3,3,,
1976,1977,16,2,3,18.36,9.18,5,1,2,5,1,3,2,3,1,2,1,3,3,3,3,"2,1,6",15,5,12,,
1977,1978,19,1,2,15.08,7.54,5,1,4,4,3,1,2,1,3,2,2,1,1,2,1,"1,8,3",1,3,3,,
1978,1979,17,1,4,14.94,7.47,2,1,2,2,3,3,3,2,1,1,1,2,2,3,3,"1,7,6",2,1,4,,
1979,1980,16,1,1,14.9,7.45,2,2,5,1,2,3,3,1,3,2,1,3,3,1,1,"8,5,1",6,4,5,,
1980,1981,19,2,4,16.82,8.41,5,4,1,1,2,3,2,1,3,2,3,3,2,2,1,"3,8,6",2,1,4,,
1981,1982,19,2,4,18.04,9.02,3,4,2,3,1,3,1,1,1,1,3,2,3,1,1,"4,2,7",2,1,4,,
1982,1983,19,2,5,15.82,7.91,2,5,4,5,3,2,2,3,3,1,1,3,2,1,2,"1,7,4",2,1,4,,
1983,1984,16,1,1,18.28,9.14,1,5,1,3,3,1,2,1,2,1,1,2,3,3,1,"6,7,1",3,1,2,,
1984,1985,18,2,5,14.06,7.03,5,3,5,1,1,3,2,1,1,1,2,3,1,3,3,"1,2,5",1,3,3,,
1985,1986,18,1,5,18.54,9.27,1,5,4,4,3,1,2,3,1,2,2,1,2,2,2,"7,1,6",2,1,4,,
1986,1987,17,2,3,17.4,8.7,3,2,3,5,2,2,2,3,3,1,1,1,2,3,1,"3,4,1",1,3,3,,
1987,1988,18,1,1,18.48,9.24,3,5,3,5,1,2,1,2,3,3,3,3,2,1,1,"7,1,3",11,2,6,,
1988,1989,18,1,4,15.12,7.56,5,4,4,1,2,2,3,2,3,1,3,1,2,1,3,"3,4,1",11,2,6,,
1989,1990,17,1,2,15.88,7.94,4,5,4,5,2,1,3,1,1,1,3,1,1,3,3,"1,4,5",21,6,7,,
1990,1991,18,1,1,14.46,7.23,3,1,2,3,3,1,2,1,2,3,2,3,1,2,3,"2,4,8",16,5,9,,
1991,1992,19,2,3,15.48,7.74,5,2,1,2,2,2,2,1,1,3,1,1,1,2,3,"7,1,5",5,8,11,,
1992,1993,17,2,1,17.24,8.62,3,3,2,5,1,3,1,1,1,2,3,3,3,1,2,"4,2,1",16,5,9,,
1993,1994,19,1,4,15.96,7.98,4,4,1,1,2,3,2,1,3,1,3,3,1,1,1,"8,3,1",1,3,3,,
1994,1995,16,2,5,16.58,8.29,3,4,3,5,2,1,3,1,1,2,2,3,1,3,2,"1,7,1",18,3,8,,
1995,1996,16,2,1,18.18,9.09,3,2,5,4,2,3,2,3,1,1,2,1,3,2,1,"4,1,7",8,5,1,,
1996,1997,19,1,1,14.2,7.1,5,1,4,1,3,2,2,1,2,1,1,1,2,3,3,"3,6,4",2,1,4,,
1997,1998,16,2,3,15.18,7.59,4,2,5,5,1,1,1,3,3,2,1,3,3,3,1,"1,3,6",4,8,5,,
1998,1999,16,2,4,14.98,7.49,3,3,5,5,1,3,3,2,3,3,1,1,1,3,1,"1,8,6",2,1,4,,
1999,2000,17,1,1,17.42,8.71,3,1,5,3,1,3,2,2,2,1,2,1,3,1,1,"5,7,2",5,8,11,,
2000,2001,17,2,1,16.1,8.05,5,5,1,1,2,3,2,2,1,1,1,1,3,1,1,"6,1,1",2,1,4,,
2001,2002,16,2,1,15,7.5,3,2,2,5,1,1,2,3,2,3,1,1,3,1,3,"1,6,7",15,5,12,,
2002,2003,19,1,3,18.82,9.41,2,5,3,1,3,1,1,3,3,2,3,2,3,2,2,"8,6,4",10,2,2,,
2003,2004,19,1,1,16.66,8.33,4,2,4,3,3,1,1,1,3,1,2,2,3,2,2,"2,1,6",1,3,3,,
2004,2005,18,1,4,15.76,7.88,5,1,1,2,3,2,1,1,2,2,1,2,2,2,3,"7,1,6",15,5,12,,
2005,2006,17,1,1,14.34,7.17,4,3,1,4,1,1,3,2,2,1,3,3,1,3,3,"7,1,6",15,5,12,,
2006,2007,18,1,3,18.9,9.45,2,2,4,4,2,2,3,1,3,3,3,1,2,3,2,"4,2,7",3,1,2,,
2007,2008,17,1,3,14.5,7.25,1,2,3,2,1,2,1,3,2,3,3,2,1,2,3,"8,3,4",4,8,5,,
2008,2009,17,1,5,16.58,8.29,2,3,5,5,1,3,3,2,2,2,2,3,2,1,3,"6,1,1",18,3,8,,
2009,2010,19,1,4,18.12,9.06,3,1,4,1,2,2,2,2,3,2,1,2,1,3,2,"3,5,7",2,1,4,,
2010,2011,19,2,1,15.18,7.59,1,4,2,5,2,1,1,2,2,3,2,2,1,2,3,"8,7,1",18,3,8,,
2011,2012,19,1,1,18.72,9.36,1,4,1,5,1,1,3,2,3,1,3,1,2,2,1,"1,8,2",8,5,1,,
2012,2013,16,1,3,18.04,9.02,2,4,4,1,3,1,3,2,3,3,3,3,1,1,3,"1,3,6",2,1,4,,
2013,2014,18,1,4,14.68,7.34,3,2,3,3,3,2,1,2,1,3,3,3,3,3,2,"6,4,1",8,5,1,,
2014,2015,16,1,4,14.38,7.19,3,4,5,5,2,3,3,2,1,3,2,3,3,1,1,"1,4,8",6,4,5,,
2015,2016,17,1,5,17.62,8.81,3,4,1,2,1,1,3,1,2,2,2,1,3,2,3,"1,5,6",15,5,12,,
2016,2017,16,2,3,18.14,9.07,3,5,2,5,2,3,2,2,3,1,1,2,3,3,3,"1,8,1",1,3,3,,
2017,2018,19,1,5,16.7,8.35,2,2,1,1,3,2,2,1,3,1,1,1,1,3,3,"5,2,4",22,4,10,,
2018,2019,17,1,1,16.82,8.41,1,3,1,5,1,1,2,2,3,1,1,2,2,1,3,"1,6,1",2,1,4,,
2019,2020,19,2,1,14.14,7.07,2,5,2,2,2,1,3,2,1,2,2,1,3,2,3,"5,1,6",15,5,12,,
2020,2021,17,2,1,15.44,7.72,5,5,3,4,1,2,2,1,1,1,3,1,3,2,3,"8,2,1",9,8,1,,
2021,2022,17,1,3,15.98,7.99,1,3,5,4,3,1,3,3,3,1,1,2,3,1,1,"8,7,4",18,3,8,,
2022,2023,17,1,1,18.4,9.2,1,2,4,5,1,2,1,1,3,3,1,2,1,2,3,"1,6,3",2,1,4,,
2023,2024,16,2,1,16.44,8.22,3,1,1,3,2,2,3,2,1,2,1,1,3,3,2,"5,8,7",1,3,3,,
2024,2025,18,1,2,17.62,8.81,4,2,2,3,1,1,3,2,1,3,3,1,1,3,1,"4,1,8",21,6,7,,
2025,2026,19,2,3,15.32,7.66,5,5,3,3,3,3,1,2,3,2,2,2,1,1,1,"2,6,1",2,1,4,,
2026,2027,18,2,2,14.66,7.33,2,4,1,5,1,3,3,1,1,1,2,3,2,1,3,"1,7,5",5,8,11,,
2027,2028,19,2,1,14.88,7.44,2,3,5,4,1,2,3,1,2,1,3,2,1,3,3,"1,4,8",18,3,8,,
2028,2029,17,2,1,16.98,8.49,5,1,2,4,2,2,3,1,1,1,1,3,3,1,3,"6,3,2",4,8,5,,
2029,2030,17,2,1,17.04,8.52,5,5,3,3,1,1,3,3,2,2,3,1,2,2,2,"5,7,4",16,5,9,,
2030,2031,19,2,1,14.28,7.14,3,2,3,5,2,1,3,2,2,2,3,2,2,2,3,"8,3,5",3,1,2,,
2031,2032,18,1,5,14.98,7.49,5,4,1,4,2,1,1,3,2,2,1,1,3,2,2,"6,4,1",2,1,4,,
2032,2033,17,2,2,18,9,4,3,1,4,2,1,2,3,3,1,1,2,3,3,2,"2,6,5",4,8,5,,
2033,2034,18,2,1,18.56,9.28,1,1,3,5,2,3,2,2,1,2,3,2,3,1,2,"8,4,5",5,8,11,,
2034,2035,19,1,3,17.54,8.77,2,4,1,2,3,2,1,1,2,2,3,1,2,2,2,"5,1,6",16,5,9,,
2035,2036,16,2,4,16.84,8.42,3,5,5,5,2,2,1,3,1,1,3,1,3,1,1,"7,6,3",2,1,4,,
2036,2037,17,2,1,18.04,9.02,5,1,4,3,3,1,3,2,3,3,3,1,1,1,3,"3,5,2",10,2,2,,
2037,2038,18,2,1,17.92,8.96,1,5,2,3,1,3,1,1,2,1,3,2,3,1,1,"4,7,5",2,1,4,,
2038,2039,16,2,1,17.7,8.85,5,5,3,3,3,1,2,2,1,1,2,2,2,3,3,"6,2,5",8,5,1,,
2039,2040,17,1,1,14.42,7.21,1,2,1,1,2,2,3,2,2,2,3,3,1,1,1,"1,5,7",6,4,5,,
2040,2041,18,1,5,16.4,8.2,4,1,4,3,3,2,2,3,1,3,3,2,2,1,2,"8,4,6",6,4,5,,
2041,2042,17,1,2,17.76,8.88,3,2,3,2,1,3,1,3,1,1,2,3,3,3,2,"5,1,1",2,1,4,,
2042,2043,19,1,1,17.22,8.61,1,3,5,4,3,1,1,3,3,3,2,1,3,1,2,"1,8,1",1,3,3,,
2043,2044,16,1,3,14.56,7.28,2,2,4,5,2,1,3,1,2,3,1,1,3,3,1,"1,1,8",4,8,5,,
2044,2045,17,1,5,15.38,7.69,4,5,5,3,2,2,3,1,1,1,2,3,2,2,3,"1,1,6",8,5,1,,
2045,2046,16,1,5,17.34,8.67,4,2,2,4,2,3,1,1,1,2,1,2,3,2,2,"8,6,2",3,1,2,,
2046,2047,19,2,1,18.92,9.46,4,2,2,2,3,1,1,1,2,1,1,2,1,2,3,"7,3,1",4,8,5,,
2047,2048,17,1,5,18.82,9.41,1,2,2,5,2,2,2,2,3,3,1,1,3,2,1,"8,5,1",2,1,4,,
2048,2049,18,2,1,14.52,7.26,2,4,4,3,1,1,2,3,1,3,3,2,2,3,2,"6,3,1",16,5,9,,
2049,2050,19,2,5,17.82,8.91,3,4,1,2,3,1,2,1,2,3,3,2,1,1,1,"3,8,1",8,5,1,,
2050,2051,19,2,2,14.24,7.12,2,3,4,3,1,3,3,3,2,3,3,3,2,2,2,"1,1,6",5,8,11,,
2051,2052,17,2,4,17.76,8.88,3,1,4,1,2,2,1,2,2,2,3,2,2,1,1,"5,6,1",2,1,4,,
2052,2053,16,2,1,18.72,9.36,2,2,4,3,3,3,3,2,3,2,3,1,3,3,1,"1,7,5",3,1,2,,
2053,2054,18,1,3,17.32,8.66,2,4,2,2,3,2,1,1,3,3,1,2,1,1,2,"6,1,3",1,3,3,,
2054,2055,19,2,3,15.74,7.87,2,1,4,5,2,3,1,2,2,2,3,1,3,3,2,"1,6,3",2,1,4,,
2055,2056,18,1,1,14.82,7.41,1,3,2,4,3,2,3,1,1,3,2,1,1,3,1,"1,1,2",11,2,6,,
2056,2057,19,1,2,15.28,7.64,3,4,1,5,3,2,3,3,2,1,2,3,1,3,3,"7,5,8",8,5,1,,
2057,2058,18,1,2,16.56,8.28,4,2,5,4,3,2,2,3,3,2,3,1,1,3,2,"6,2,1",1,3,3,,
2058,2059,16,2,2,16.08,8.04,5,5,1,1,2,3,1,3,3,1,1,2,2,3,3,"8,2,4",11,2,6,,
2059,2060,16,2,3,15.4,7.7,3,2,3,5,2,2,1,2,2,3,1,3,2,2,3,"1,1,4",3,1,2,,
2060,2061,19,2,1,14.42,7.21,4,5,5,2,3,1,2,3,2,2,3,2,3,1,3,"1,2,1",9,8,1,,
2061,2062,16,1,4,16.68,8.34,4,3,1,4,3,3,1,2,1,1,1,1,1,1,3,"1,3,5",1,3,3,,
2062,2063,19,1,1,18.4,9.2,4,2,5,2,3,1,3,2,2,3,3,1,3,3,3,"7,3,2",2,1,4,,
2063,2064,16,1,5,14.94,7.47,2,2,1,5,3,2,1,1,1,2,1,3,3,1,3,"7,2,6",1,3,3,,
2064,2065,18,2,2,17.68,8.84,5,5,3,5,2,1,1,2,3,3,3,1,2,2,2,"1,1,4",10,2,2,,
2065,2066,16,2,3,15.26,7.63,2,3,3,3,1,3,2,3,1,2,3,2,1,3,1,"8,1,4",4,8,5,,
2066,2067,18,1,4,16.46,8.23,1,3,4,3,3,2,2,2,3,2,1,3,1,1,2,"1,8,5",4,8,5,,
2067,2068,17,2,1,16.1,8.05,5,3,3,5,1,2,3,1,3,2,3,2,3,2,2,"1,4,5",1,3,3,,
2068,2069,19,1,3,16.56,8.28,1,1,1,4,3,3,2,2,1,3,1,2,2,1,1,"2,1,1",11,2,6,,
2069,2070,18,2,2,14.26,7.13,5,5,2,3,1,3,2,1,3,3,2,2,1,3,2,"2,7,1",1,3,3,,
2070,2071,19,1,1,17.1,8.55,3,2,2,1,3,3,1,3,3,2,1,2,2,3,1,"5,6,4",6,4,5,,
2071,2072,17,2,2,16.56,8.28,3,1,4,4,1,2,3,3,2,3,1,3,3,2,2,"7,4,1",1,3,3,,
2072,2073,16,1,3,16.38,8.19,2,4,2,1,3,1,1,1,2,2,2,1,1,1,1,"6,7,8",9,8,1,,
2073,2074,19,2,1,17.68,8.84,4,3,1,2,3,1,3,2,2,2,2,3,2,1,3,"3,1,7",18,3,8,,
2074,2075,18,1,1,15.44,7.72,4,5,5,5,1,2,2,2,3,1,3,3,2,2,2,"3,1,1",1,3,3,,
2075,2076,19,2,2,17.74,8.87,5,1,1,4,2,1,3,1,1,3,1,1,2,1,2,"1,7,3",3,1,2,,
2076,2077,16,2,3,14.64,7.32,1,5,1,3,2,1,1,1,1,2,2,3,2,3,3,"7,4,5",15,5,12,,
2077,2078,18,2,5,14.4,7.2,2,1,2,1,2,1,2,1,1,3,2,2,2,2,1,"4,6,3",2,1,4,,
2078,2079,19,1,1,16.42,8.21,3,5,2,3,2,1,3,1,3,3,2,2,2,1,1,"2,6,3",3,1,2,,
2079,2080,18,2,1,18.22,9.11,1,3,4,1,3,3,2,3,3,2,3,1,3,3,3,"7,8,4",16,5,9,,
2080,2081,18,2,3,15.24,7.62,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"7,3,1",3,1,2,,
2081,2082,16,1,4,16.86,8.43,1,1,2,1,2,3,3,1,2,2,1,3,2,2,1,"4,8,5",15,5,12,,
2082,2083,16,2,2,15.66,7.83,2,1,2,4,1,2,2,3,3,2,2,3,3,2,2,"1,7,6",2,1,4,,
2083,2084,19,1,1,17.96,8.98,5,5,2,1,3,2,2,3,1,3,2,3,3,3,3,"6,1,7",8,5,1,,
2084,2085,16,1,3,16.12,8.06,2,5,5,1,2,2,1,1,2,2,1,1,1,2,3,"3,2,1",5,8,11,,
2085,2086,18,2,2,16,8,3,4,3,3,3,1,1,2,3,2,1,2,2,2,3,"4,1,1",21,6,7,,
2086,2087,19,1,3,18.22,9.11,5,2,4,5,1,2,3,2,1,3,2,2,3,3,3,"4,7,6",8,5,1,,
2087,2088,17,1,3,16.32,8.16,1,1,3,3,3,1,1,3,3,2,3,1,3,1,2,"1,3,2",9,8,1,,
2088,2089,18,2,5,17.52,8.76,2,3,1,5,3,1,1,2,1,1,3,3,3,2,1,"1,7,2",6,4,5,,
2089,2090,16,2,4,16.12,8.06,1,3,2,3,2,3,3,2,1,2,3,2,3,2,3,"2,5,1",5,8,11,,
2090,2091,19,1,4,14.92,7.46,5,2,4,2,1,1,2,2,2,3,3,2,1,2,1,"7,1,5",1,3,3,,
2091,2092,17,1,1,14.88,7.44,4,3,5,1,3,1,1,3,3,1,2,1,1,1,1,"3,7,5",2,1,4,,
2092,2093,19,2,5,18.14,9.07,4,3,2,1,3,3,1,3,1,2,2,1,3,3,2,"1,2,7",8,5,1,,
2093,2094,16,1,1,15.7,7.85,3,3,3,3,3,1,2,2,3,3,3,3,1,2,1,"4,7,1",5,8,11,,
2094,2095,19,2,1,15.82,7.91,5,2,4,4,2,1,3,1,1,1,1,2,3,3,3,"1,5,7",8,5,1,,
